22,飞鸟集,《飞鸟集》是泰戈尔的代表作之一，也是世界上最杰出的诗集之一。白昼和黑夜、溪流和海洋、自由和背叛，都在泰戈尔的笔下合而为一，短小的语句道出了深刻的人生哲理，引领世人探寻真理和智慧的源泉。初读这些诗篇，如同在暴风雨过后的初夏清晨，推开卧室的窗户，看到一个淡泊清透的世界，一切都是那样清新、亮丽，可是其中的韵味却很厚实，耐人寻味。
23,西方哲学史（上卷）,罗素的《西方哲学史》是一部很有特色的讨论西方哲学史的著作。其叙述年代从希腊文明的兴起一直到现代的逻辑分析哲学。罗素这部西方哲学史的全名是《西方哲学史及其与从古代到现代的政治、社会情况的联系》。该书的写作目的是要揭示“哲学乃是社会生活与政治生活的一个组成部分，它并不是卓越的个人所作出的孤立的思考，而是曾经有各种体系盛行过的各种社会性格的产物与成因”。故在这部哲学史中，罗素特别对他认为对西方哲学的发展有着重要影响的历史事件和人物辟专章作了较详细的论述。比如在此书中他专门分章讨论了雅典和罗马帝国与文化的关系、犹太人的宗教发展、黑暗时期的罗马教皇制、意大利文艺复兴，以及一些通常被认为与哲学并无太大关联的人物如拜伦等。在该书中，罗素特别强调了哲学家们是由其特定的时代所造成的这一基本观点，并特别注意各种思想之间的历史的关联。
24,"时间简史


    
       : 插图本",《时间简史》讲述是探索时间和空间核心秘密的故事，是关于宇宙本性的最前沿知识，包括我们的宇宙图像、空间和时间、膨胀的宇宙不确定性原理、基本粒子和自然的力、黑洞、黑洞不是这么黑、时间箭头等内容。第一版中的许多理论预言，后来在对微观或宏观宇宙世界观测中得到证实。
25,道德经,  
26,孤独六讲,美学大师蒋勋以美学家特有的思维和情感切入孤独，从情欲、语言、革命、思维、伦理、暴力六个面向阐释孤独美学，融个人记忆、美学追问、文化反思、社会批判于一体。可以说，蒋勋在本书中，创造了孤独美学：美学的本质或许就是孤独。
27,身份的焦虑,在他人眼里，我是怎样一个人？我是个成功者还是失败者？每个人的内心，潜藏着对自身份的一种难言的“焦虑”。可有谁曾真正的审视过这种身份的焦虑呢？睿智的德波顿做到了，他首次引领我们直面这一人心深处的焦虑“情绪”。德波顿援引艺术家、思想家及作家的观点与作品，抽丝剥茧地剖析身份 焦点的根源，并从哲学、艺术、政治、宗教等各个角度探索舒缓和释放这种焦虑的途径。
28,月亮和六便士,一个英国证券交易所的经纪人，本已有牢靠的职业和地位、美满的家庭，但却迷恋上绘画，像“被魔鬼附了体”，突然弃家出走，到巴黎去追求绘画的理想。他的行径没有人能够理解。他在异国不仅肉体受着贫穷和饥饿煎熬，而且为了寻找表现手法，精神亦在忍受痛苦折磨。经过一番离奇的遭遇后，主人公最后离开文明世界，远遁到与世隔绝的塔希提岛上。他终于找到灵魂的宁静和适合自己艺术气质的氛围。他同一个土著女子同居，创作出一幅又一幅使后世震惊的杰作。在他染上麻风病双目失明之前，曾在自己住房四壁画了一幅表现伊甸园的伟大作品。但在逝世之前，他却命令土著女子在他死后把这幅画作付之一炬。通过这样一个一心追求艺术、不通人性世故的怪才，毛姆探索了艺术的产生与本质、个性与天才的关系、艺术家与社会的矛盾等等引人深思的问题。同时这本书也引发了人们对摆脱世俗束缚逃离世俗社会寻找心灵家园这一话题的思考，而关...
29,纯粹理性批判,本书是康德三大批判著作、也是其全部哲学著述中意义最为特殊和重大的巨著，它改变了整个西方哲学前进发展的方向和进程。康德花了11年的时间完成，1781年初版，1787年再版。 贯彻始终的根本指导思想就是：通过对理性本身、即人类先天认识能力的批判考察，确定它有哪些先天的、即具有普遍性和必然性的要素，以及这些要素的来源、功能、条件、范围和界限，从而确定它能认识什么和不能认识什么，在这基础上对形而上学的命运和前途作出最终的判决和规定，其使命是为真正的、作为科学的形而上学提供坚实可靠的基础。全书约有40余万字，除了序言和一个总的导言外，分为“先验要素论”和“先验方法论” 。中译本是直接从德文原本由邓晓芒翻译、杨祖陶校订，其译文精良，堪称佳作。书后还附有德汉术语索引、汉德术语对照以及人名索引，方便使用。
30,"维特根斯坦传


    
       : 天才之为责任",维特根斯坦，20世纪最重要的哲学家之一，语言哲学的奠基人。本书以时间为线索，运用大量生动、翔实的第一手资料描绘维特根斯坦独特的精神世界以及传奇的一生，堪称一流的思想传记。
31,刀锋,威廉·萨默塞特·毛姆（1874-1965），英国著名小说家、戏剧家。《刀锋》是他的主要作品之一。
32,"第二性


    
       : （全译本）",西蒙娜・德・波伏娃（1908―1986）―享誉世界的法国著名作家，当代最负盛名的女权主义者。存在主义的鼻祖让-保尔・萨特的终身伴侣，她的存在主义的女权理论，对西方的思想和习俗产生了巨大的影响。
33,遥远的救世主,这是一部可以傲然独尊的长篇小说。也是一部可遇不可求的完美佳作。
34,人是一根会思考的芦苇,法国第一部散文杰作，
35,"你一生的故事


    
       : 特德·姜科幻小说集",一瞥之下，过去与未来轰轰然同时并至，
36,"悉达多


    
       : 一首印度的诗",《悉达多》并非是佛陀的故事，它讲述了一个人的一生，千万寻常人亦会经历的一生。
37,逻辑哲学论,《逻辑哲学论》是路德维希·维特根斯坦的主要著作，也是逻辑实证主义的早期重要著作。维特根斯坦在这本书中否定因果律，断言逻辑和数学的命题都是重言性质的，所有哲学史上争论的问题都是无意义的，哲学的任务只是对语言进行逻辑分析，即日常语言的明确化。这种思想对后来分析哲学的发展有巨大的影响。
38,"何为良好生活


    
       : 行之于途而应于心",本书探讨伦理学中的几个论题。读过几本书的人知道，天下的道理差不多早都被前人讲过。其中有些，我有自己的体会、思考，尝试用当代中国普通读者比较易懂的方式把这些道理重新讲述；有些，前人好像讲得不太对不太好，我尝试讲得更好些。也许没做到——我一直对自己期望不高，更希望的倒是有几个读者能与作者一样，感到诚实的思考实是人生一大乐事。
39,存在主义心理治疗,存在主义治疗是每一个心理治疗师在其临床工作和个人生活中都可能会采用到的一种精神取向，或者说是生活哲学。心理治疗的根本问题与人类存在的核心问题在这里相遇。
40,"疯癫与文明


    
       : 理性时代的疯癫史",这部著作是对知识的清洗和质疑。 它把“自然”的一个片断交还给历史，改造了疯癫，即把我们当作医学现象的东西变成了一种文明现象。……实际上，福柯从未界定疯癫；疯癫并不是认识对象，其历史需要重新揭示；可以说，它不过是这种认识本身；疯癫不是一种疾病，而是一种随时间而变的异己感；福柯从未把疯癫当作一种功能现实，在他看来，它纯粹是理性与非理性，观看者与被观看者相结合所产生的效应。 疯癫不是一种自然对象，而是一种文明产物。没有把这种现象说成疯癫并加以迫害的各种文化的历史，就不会有疯癫的历史。
41,"有限与无限的游戏


    
       : 一个哲学家眼中的竞技世界",在这本书中，詹姆斯·卡斯向我们展示了世界上两种类型的「游戏」：「有限的游戏」和「无限的游戏」。
42,社会契约论,《社会契约论》是一部政治哲学著作。它探讨的是政治权利的原理，它的主旨是为人民民主主权的建立奠定理论基础。它的问世，是时代的需要，是人类社会向前进步的产物；它正确回答了历史进程提出的问题：法国命运的航船驶向何方。人类是幸运的，人民是伟大的，在历史发展的紧要关头，总有人指引前进的道路，人民总能及时做出正确的抉择。“在18世纪的法国政治思想领域里，存在着三种改革国家政治制度的学说：孟德斯鸠主张立宪君主制，伏尔泰主张开明的君主制，而卢梭主张民主共和制。
43,色情,1957年，乔治•巴塔耶出版《色情》一书，相比其1950—1951年撰写，但并未完成的草稿《色情史》，这本《色情》展开了更深入、更全面的色情研究，系统地建立起了他关于色情的理论，是一部相当精彩的理论作品。
44,"规训与惩罚


    
       : 监狱的诞生",本书旨在论述关于现代灵魂与一种新的审判权力之间相互关系的历史，论述现行的科学—法律综合体的系谱。在这种综合体中，惩罚权力获得了自身的基础、证明和规则，扩大了自己的效应，并且用这种综合体掩饰自己超常的独特性。……如果这意味着写一部关于现在的历史，那才是我的兴趣所在。在我这一代对我们的时代进行诊断的哲学家圈子里，福柯是对时代精神影响最持久的。
45,"表象与本质


    
       : 类比，思考之源和思维之火",● 神书《集异璧》作者侯世达重磅新书！
46,"中国哲学简史


    
       : （软精经典版）",20世纪中国一代哲人冯友兰毕生的经典代表作!
47,被诅咒的部分,【编辑推荐】
48,"帕佩撒旦阿莱佩


    
       : 流动社会纪事",当社会失去牢固的支撑，像液体般流动，
49,"失控


    
       : 全人类的最终命运和结局","《失控》，全名为《失控：机器、社会与经济的新生物学》（Out of Control: The New Biology of Machines, Social Systems, and the Economic World）。"
50,论自由,约翰•穆勒的《论自由》一直是政治哲学乃至人文思想领域内享誉至高的作品，虽然篇幅不大，却是一部划时代的思想巨著，它深化了启蒙运动以来关于个人自由和政治自由的论述，集古典自由主义理论体系之大成，成为历久不衰的经典之作。
51,君主论,从十五世纪下半叶起，以意大利为发源地，欧洲进入了文艺复兴时期。正如恩格斯曾经指出的，这是一次人类从来没有经历过的最伟大的、进步的变化，是一个需要巨人的时代，而且产生了巨人——在思维能力、热情和性格方面，在多才多艺和学识渊博方面的巨人时代。尼科洛·马基雅维里正是这个伟大时代的巨人之一。他是意大利佛罗伦萨的政治家、外交家，同时也是一位政治思想家。同时也是第一个使政治学独立，同伦理家彻底分家的人，有“资产阶级政治学奠基人”之称，并且是历史家、军事著作者、诗人和剧作家。
52,"人生的智慧


    
       : 如何才能幸福度过一生",作家榜推荐词——
53,"悲剧的诞生


    
       : 尼采美学文选",《悲剧的诞生》的主旨，尼采后来一再点明，是在于为人生创造一种纯粹审美的评价，审美价值是该书承认的唯一价值，“全然非思辩、非道德的艺术家之神”是该书承认的唯一的“神”，他还明确指出，人生的审美评价是与人生的宗教、道德评价以及科学评价根本对立的。《悲剧的诞生》尼采后来提出的“重估一切价值”，其实，“重估”的思想早已蕴含在他早期的美学理论中了。当时他就宣告：“我们今日称作文化、教育、文明的一切，终有一天要带到公正的法官酒神面前。”后来又指出：“我们的宗教、道德和哲学是人的颓废形式。相反的运动：艺术。”可见，“重估”的标准是广义艺术，其实质是以审美的人生态度反对伦理的人生态度和功利的人生态度。
54,我喜欢生命本来的样子,在茫茫宇宙间，每个人都只有一次生存的机会，都是一个独一无二、不可重复的存在。名声、财产、知识等等是身外之物，人人都可求而得之，但没有人能够代替你感受人生。你死之后，没有人能够代替你再活一次。那么仅有一次的人生到底应该怎么度过？周国平说，每个个体要尊重生命本来的样子，当好自然之子。
55,鬼谷子,《鬼谷子》是人类文明 “轴心时代”产生的一部奇书，其思想内容十分丰富，涵盖了哲学、政治学、军事学、心理学、社会学、文学、情报学等多种学科，是一部可以被广泛解读的著作。《鬼谷子》提出了“捭阖”、“反应”、“内揵”、“飞箝”、“忤合”、“揣摩”等游说和谋略的原则和技巧，对纵横家学说的理论构建做出了重要贡献。它提供的智慧与谋略至今仍对现实生活中的方方面面有着指导意义。
56,遇见未知的自己,故事从“冬天的雨夜，在荒郊野外的山区，一个没有手机、没有汽油的孤单女人”开始。
57,"大问题


    
       : 简明哲学导论",这是一本哲学的入门读物，也可作为大学本科哲学导论课程的教材或参考书。它最大的优点是叙述生动，很吸引人，特别是能够吸引那些非专业人士的注意力。作者不是按照一般哲学导论著作那样按照事件发生的顺序罗列哲学史上的一些说法，而是完全把读者当成一点都不了解哲学，按照一些大问题来组织材料的。也就是说，随着讨论的不断深入，自然而然地把读者引入哲学的殿堂。读者可以在不知不觉中熟悉哲学史上的一些最重要的观点，而且很可能会对许多问题重新进行审视，真正享受到思考的乐趣。
58,会饮篇,本书是古希腊哲学家柏拉图所著的一篇对话式的作品，是以对话或者演讲的形式写成的，其背景是古希腊的一群男子在一场酒宴之中的谈话，所讨论的主题是爱的本质。
59,当尼采哭泣,欧文·亚隆流传最广的经典之作！
60,"T.S.艾略特传


    
       : 不完美的一生",T.S.艾略特，1948年诺贝尔文学奖得主，一个比起成为诗人更想成为圣徒的人；却因为无法成圣，而成了伟大的诗人。
61,活法,《活法》，作者稻盛和夫是日本战后经济的传奇，除每一个人的人生活法之外，企业和国家，甚至社会、全人类的生存之道也包括在《活法》所阐述的范围之内。为什么这样说呢?因为它们都是一个个人的集合体，在应该拥有的“人生活法”这一点上，不存有任何差异性。...
62,"逻辑学导论


    
       : （第11版）",《逻辑学导论(第11版》所选用的有关政治、哲学、科学及多领域当代论争的鲜活的论证实例，展示了许多严肃的学者和思想家在解决实际问题的过程中对逻辑原理的应用，使逻辑学习既内容充盈又富有生活气息。书中也选用了许多谬误性论证作为例示与辨谬训练资料，以使学生明了对逻辑法则的忽视或误用如何使论证走入误区。书中也有少量论辩推理的例子，这些例子是为说明逻辑原理而特别编制的，但使本书卓尔不凡的，还是那些精心选自许多不同领域文献的丰富多彩的新颖实例。
63,"存在与时间


    
       : 修订译本",《存在与时间》是德国哲学家海德格尔的代表著作，1926年写就，翌年出版。它也是本世纪最重要的哲学著作之一，不仅影响了此后多种重要哲学流派和重要哲学家，而且在文学批评、社会学、神学、心理学、政治学、法学等多种领域产生了广泛而深刻的影响。
64,浪漫主义的根源,编 者 序
65,福柯的生死爱欲,☆哲学思考与“极限体验”交织，生活与思想的相互解读，在欧洲思想背景中理解福柯，20世纪西方思想的关键读本。
66,"思想史


    
       : 从火到弗洛伊德",★一部拒绝“简化”的思想史，一己之力写尽人类智力全貌。
67,逃避自由,《爱的艺术》作者 艾里希·弗洛姆
68,如果没有今天，明天会不会有昨天？,假设你在桥上，目睹电车即将撞上轨道上的五个人，拯救他们的唯一办法，就是把站在你身旁的一个人推下去，你会怎么选择？
69,"德米安


    
       : 埃米尔·辛克莱的彷徨少年时",《德米安：埃米尔·辛克莱的彷徨少年时》是黑塞的代表作之一，讲述少年辛克莱寻找通向自身之路的艰辛历程。出生并成长于“光明世界”的辛克莱，偶然发现截然不同的“另一个世界”，那里的纷乱和黑暗，使他焦虑困惑，并陷入谎言带来的灾难之中。这时，一个名叫德米安的少年出现，将他带出沼泽地，从此他开始走向孤独寻找自我的前路。之后的若干年，“德米安”以不同的身份面目出现，在他每一次孤独寻找、艰难抉择的时候，成为他的引路人……
70,"梦的解析


    
       : 揭开人类心灵的奥秘",《梦的解析》最初发表于1900年，被誉为精神分析第一名著。它通过对梦境的科学探索和解释，找破了几千年来人类对梦的无知、迷信和秘感，同时揭示了左右人们思想和行为的潜意识。
71,存在与虚无,1943年《存在与虚无》一书的出版则宣告了作为哲学家的萨特的诞生，他开始运用自己独立的思想观点和哲学词语述说对世界的理解：人即自为的存在，具有超越的特性，他永远处在变化中，而且是在时间的流逝中实现的。正是由于它具有时间性，“自为的存在”就不像“自在的存在”那样是一种“是其所是”的存在，而是一种总是显示为“不是其所是和是其所不是”面貌的存在，人是什么只是指他过去是什么，将来并未存在，现在是一个联系着过去和将来的否定，实际上是一个虚无。因此，人注定是自由的，自由是人的宿命，人必须自由地为自己做出一系列选择，正是在自由选择的过程中，人赋予对象以意义，但人必须对自己的所有选择承担全部责任。
72,西西弗神话,加缪在他的小说、戏剧、随笔和论著中深刻地揭示出人在异己的世界中的孤独、个人与自身的日益异化，以及罪恶和死亡的不可避免，但他在揭示出世界的荒诞的同时却并不绝望和颓丧，他主张要在荒诞中奋起反抗，在绝望中坚持真理和正义，他为世人指出了一条基督教和马克思主义以外的自由人道主义道路。他直面惨淡人生的勇气，他“知其不可而为之”的大无畏精神使他在第二次世界大战之后不仅在法国，而且在欧洲并最终在全世界成为他那一代人的代言人和下一代人的精神导师。
73,"好的爱情


    
       : 陈果的爱情哲学课",每个人都向往爱情，但是却少有人懂得如何真正去爱。
74,阿特拉斯耸耸肩（上下）,1957年，《阿特拉斯耸耸肩》首次由兰登书屋出版。据说，这部小说当时已被12家出版社退稿，出版以后，恶评如潮但畅销无比，对美国大众的影响仅次于《圣经》，作者也因该书几乎激怒了整个成人世界：父亲、母亲、左派知识分子、自由主义者和保守主义者。他们贬低她：“只有十几岁的青少年醉心于她的学说。”咒骂她：“她患上癌症完全是她在哲学上和精神上犯错的结果。”在政治上，兰德是一个失败者，自由主义者不喜欢她摆出的自我为中心的姿态；保守派不喜欢她的无神论；双方同时都反对她的个人主义。
75,"上帝掷骰子吗


    
       : 量子物理史话",《上帝掷骰子吗》这本书是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实角度来说，它给我们的社会带来了无与伦比的变化和进步；从科学史角度来说，也几乎没有哪段历史比量子论的创立得到了更为彻底的研究。然而不可思议的是，它的基本观点和假说至今没有渗透到大众的意识中去，这无疑又给它增添了一道神秘的光环。
76,通往奴役之路,《通往奴役之路》一书在哈耶克的学术生涯中占有极其重要地位，这本书为他赢得广泛的注意，他的世界性声誉就是由此奠定的。他在这本书中论证道，当时正在计划中的福利国家不是为个人自由的战斗在和平时期的继续，倒是朝着专制的方向迈出了一步。因此，他认为追求计划经济，其无意识后果必然是极权主义。为了反对这种计划经济，哈耶克有力地重申了他一贯坚持的古典自由主义观点，同时，也允许适度的政府活动，但这仅限于符合他的法治概念的那些活动形式。应该强调的是，哈耶克的自由主义包括对许多有用的社会制度的赞赏，但这些制度只能是人的自发行动的后果，而不能是人设计的结果。这一论点是从休漠、亚当・斯密和苏格兰历史学派那里继承过来的，它在哈耶克的著作中占据了重要位置。由此出发，哈耶克认为，良好的社会不是简单地依赖于在政府所提供的法律框架内追求私利，相反，它应依赖于一套复杂的法律、道义传统和行...
77,谈谈方法,本书是笛卡尔的一部代表作，也是他的处女作。全书分六部分：一、对各门学问的看法；二、作者寻求该方法的几条原则；三、从该方法中引导出的几项行为准则；四、作者用来证明神的存在，人的灵魂存在的理由；五、作者研究过的一系列物理问题；六、作者认为一定要做哪些事情才能使自然研究更进一步，以及促使其撰写此书的理由。本书被公认为近代哲学的宣言书，树起了理性主义认识论的大旗。
78,康德与鸭嘴兽,当鸭嘴兽初抵欧洲的时候，没有任何词语可以用来命名这种动物
79,资本论（第一卷）,本卷根据<马克思恩格斯全集>德文版并参照俄文版译出
80,好的孤独,当你一个人独处，自我的力量就开始觉醒，内心会变得越来越强大。
81,"沉思录


    
       : 沉思录",《沉思录》是古罗马帝国皇帝玛克斯·奥勒留在鞍马劳顿中所记录的与自己心灵的对话。这位一千八百年前的旷代奇人在书中阐述了灵魂与死亡的关系，解析了个人的德行、个人对社会的责任以及对为人处世律己待人之道等诸多人生哲理的领悟。该书不仅是古罗马斯多亚派哲学的里程碑，而且对今人的思想及生活仍有着重要的指导意义，可以说是人间至宝。一代文学大师、翻译巨匠梁实秋的译文优美流畅、纯正优雅，是英语学习者和爱好者提高英语水平的最佳读物。
82,菜根谭,《国文珍品文库:菜根谭》中充满了思辨，充满了经邦治国的谋略，充满了富于通变的处世哲学，充满了诗情画意。在《国文珍品文库:菜根谭》中，儒释道融为一体，心学与禅学是其核心。它不是洪应明一人的智慧，也涵盖了洪应明视力所及的前人妙语。它展示的不是某一生活侧面，修身、齐家、治国、平天下，大道皆在；栽花种草，赏月弹琴，小景可观，这是完整的生活。它所面对的不是某一种人，而是芸芸众生。人们可能地位不同，学历不同，性格不同，但都能从中有所吸取。《国文珍品文库:菜根谭》是不同人的共同选择。
83,"未来简史


    
       : 从智人到神人",《未来简史:从智人到智神》进入21世纪后，曾经长期威胁人类生存、发展的瘟疫、饥荒和战争已经被攻克，智人面临着新的待办议题：永生不老、幸福快乐和成为具有“神性”的人类。在解决这些新问题的过程中，科学技术的发展将颠覆我们很多当下认为无需佐证的“常识”，比如人文主义所推崇的自由意志将面临严峻挑战，机器将会代替人类做出更明智的选择。
84,厚黑学,内容简介
85,"公正


    
       : 该如何做是好",当我们遇到生死抉择的时候，为什么我们常常违背利益最大化的原则而尊重人的基本权利？可是，当我们口口声声说生命至上时，为什么像福特汽车这样的企业却会给生命贴上价格标签？如果我们尊重个体的权利，但为什么大多数人又会反对同性恋婚姻？我们认为法律必须保护合同的有效性，但为什么一些双方自愿签订的合同却被法院推翻？
86,墨菲定律,从被发现的第一天起，墨菲定律就被证明是对事情出错的最好解释。它告诉我们，容易犯错是人类与生俱来的弱点，不论科技多发达，错误都会发生。而且我们解决问题的手段越高明，面临的麻烦就越严重。
87,哲学的慰藉,不受欢迎、缺钱、遭遇挫折、被瞧不起、心碎、困顿的哲学心灵良方，六个哲学家的智能解决六种人生问题！
88,不能承受的生命之轻,小说依托六十年代的捷克斯洛伐克的政治历史背景，围绕着托马斯、特蕾莎、萨比娜和弗兰茨等人物，以托马斯与特蕾莎的爱情为主线展开故事。
89,西方哲学史,《经典通读》是将经典学术巨著进行全新通俗化编译的丛书，旨在引领读者轻松快速阅读学术经典，从而普及对人类影响深远的社会科学、自然科学的名家名著。 《经典通读:西方哲学史》该丛书之一，是畅销世界的西方哲学教科书。
90,了凡四训,《了凡四训》为明代袁了凡所著训子善书，阐明“命自我立，福自己求”的思想，指出一切祸福休咎皆自当人掌握，行善则积福，作恶则招祸；并现身说法，结合儒释道三家思想以自身经历体会阐明此理，鼓励向善立身，慎独立品，自求多福，远避祸殃。该书自明末以来流行甚广，影响较大，此白话绘图本的出版当有助于阅读了解，于个人品德修养与世道人心改善或许不无小补。
91,惊呆了！哲学这么好,★一本超萌的西方哲学入门书，帮你用看漫画的方式秒懂哲学，让灵魂变得更出色！
